Index,AnchorConditions,Coverage,Precision,AnchorOutput,ModelOutput,RealOutput
858,medianEntropy > 2.68,0.4974,0.6403596403596403,1.0,1.0,1.0
859,medianEntropy <= 2.65,0.2468,0.9314420803782506,-1.0,-1.0,-1.0
860,meanEntropy <= 2.66,0.2536,0.9335548172757475,-1.0,-1.0,-1.0
861,medianEntropy > 2.68,0.4999,0.6759388038942976,1.0,1.0,-1.0
862,meanEntropy <= 2.66,0.2463,0.9351620947630923,-1.0,-1.0,-1.0
863,medianEntropy > 2.69,0.2557,0.8171912832929782,1.0,1.0,1.0
864,medianEntropy <= 2.69,0.7524,0.5810748736793753,1.0,1.0,1.0
865,meanEntropy <= 2.66,0.2476,0.9422492401215805,-1.0,-1.0,-1.0
866,meanEntropy <= 2.68,0.4981,1.0,1.0,1.0,1.0
867,medianEntropy <= 2.68,0.4978,0.8064918851435705,-1.0,-1.0,1.0
868,medianEntropy > 2.69,0.2491,0.7762008733624454,1.0,1.0,1.0
869,medianEntropy <= 2.68,0.5014,0.8228187919463087,-1.0,-1.0,-1.0
872,medianEntropy <= 2.68,0.5039,0.8124156545209177,-1.0,-1.0,-1.0
873,medianEntropy > 2.69,0.25,0.7942057942057942,1.0,1.0,1.0
874,medianEntropy <= 2.68,0.5043,0.8014981273408239,-1.0,-1.0,1.0
875,meanEntropy > 2.69,0.2513,0.7822384428223844,1.0,1.0,1.0
876,medianEntropy <= 2.68,0.5082,0.8089887640449438,-1.0,-1.0,-1.0
877,meanEntropy > 2.68,0.5072,0.6633366633366633,1.0,1.0,1.0
878,medianEntropy > 2.69,0.2532,0.7943722943722944,1.0,1.0,1.0
879,medianEntropy <= 2.68,0.4996,0.8352941176470589,-1.0,-1.0,1.0
880,medianEntropy <= 2.68,0.4997,0.8185654008438819,-1.0,-1.0,-1.0
881,medianEntropy > 2.69,0.2548,0.7788873038516405,1.0,1.0,1.0
882,medianEntropy <= 2.68,0.4947,0.8214731585518102,-1.0,-1.0,-1.0
883,medianEntropy > 2.68,0.5006,0.6637450199203188,1.0,1.0,1.0
884,meanEntropy > 2.68,0.4983,0.6723646723646723,1.0,1.0,1.0
885,medianEntropy <= 2.65,0.2517,0.9395770392749244,-1.0,-1.0,1.0
886,medianEntropy <= 2.68,0.492,0.8247048138056312,1.0,1.0,1.0
887,medianEntropy > 2.69,0.2501,0.8063872255489022,1.0,1.0,1.0
888,medianEntropy <= 2.65,0.2409,0.9435215946843853,-1.0,-1.0,-1.0
889,meanEntropy > 2.68,0.4953,0.6637250348351138,1.0,1.0,1.0
890,meanEntropy > 2.68,0.4969,0.6549184639663335,1.0,1.0,-1.0
891,meanEntropy > 2.69,0.2468,0.7811080835603996,1.0,1.0,1.0
892,meanEntropy <= 2.68,0.5048,0.8115789473684211,-1.0,-1.0,1.0
893,medianEntropy <= 2.65,0.2498,0.9439252336448598,-1.0,-1.0,-1.0
894,medianEntropy <= 2.65,0.2532,0.9375,-1.0,-1.0,-1.0
895,medianEntropy > 2.68,0.5008,0.6834319526627219,1.0,1.0,1.0
896,medianEntropy > 2.68,0.4903,0.6527170518425984,1.0,1.0,1.0
897,medianEntropy <= 2.68,0.5071,0.8011988011988012,-1.0,-1.0,1.0
898,medianEntropy > 2.69,0.2467,0.7839805825242718,1.0,1.0,1.0
899,meanEntropy <= 2.68,0.4992,0.8362779740871613,1.0,1.0,-1.0
900,medianEntropy > 2.68,0.4969,0.6686798964624676,1.0,1.0,1.0
901,medianEntropy > 2.69,0.2523,0.8064918851435705,1.0,1.0,1.0
902,medianEntropy <= 2.68,0.5074,0.8386243386243386,-1.0,-1.0,-1.0
903,medianEntropy <= 2.68,0.4899,0.8558421851289834,-1.0,-1.0,1.0
904,meanEntropy > 2.68,0.5008,0.6754807692307693,1.0,1.0,1.0
905,meanEntropy > 2.68,0.4999,0.6618257261410788,1.0,1.0,1.0
906,medianEntropy > 2.68,0.4892,0.6748971193415638,1.0,1.0,-1.0
907,medianEntropy > 2.68,0.503,0.6709367493995196,1.0,1.0,1.0
908,meanEntropy > 2.68,0.5017,0.6754807692307693,1.0,1.0,1.0
909,meanEntropy <= 2.68,0.5008,0.8172185430463577,-1.0,-1.0,-1.0
910,medianEntropy > 2.68,0.5005,0.6661742983751846,1.0,1.0,1.0
911,medianEntropy <= 2.65,0.2493,0.937125748502994,-1.0,-1.0,-1.0
912,meanEntropy > 2.69,0.2503,0.7869034406215316,1.0,1.0,1.0
913,medianEntropy <= 2.65,0.2637,0.9774774774774775,-1.0,-1.0,-1.0
914,medianEntropy <= 2.68,0.4961,0.8186582809224319,-1.0,-1.0,-1.0
915,medianEntropy > 2.69,0.248,0.7891304347826087,1.0,1.0,1.0
916,meanEntropy <= 2.68,0.5021,0.8345221112696148,1.0,1.0,-1.0
917,medianEntropy <= 2.68,0.4989,0.83125,-1.0,-1.0,-1.0
918,medianEntropy <= 2.68,0.5003,0.8021978021978022,-1.0,-1.0,1.0
919,medianEntropy > 2.68,0.4922,0.6800382043935053,1.0,1.0,1.0
920,medianEntropy <= 2.65,0.2506,0.9301397205588823,-1.0,-1.0,-1.0
921,medianEntropy > 2.69,0.2445,0.7971403038427167,1.0,1.0,1.0
922,medianEntropy <= 2.68,0.4967,0.8096357226792009,-1.0,-1.0,1.0
923,medianEntropy > 2.68,0.4943,0.670926517571885,1.0,1.0,1.0
924,meanEntropy <= 2.66,0.2445,0.9144079885877318,-1.0,-1.0,-1.0
925,medianEntropy > 2.68,0.4986,0.6967370441458733,1.0,1.0,-1.0
926,medianEntropy <= 2.68,0.5022,0.7960057061340942,-1.0,-1.0,-1.0
927,medianEntropy > 2.68,0.5029,0.6454497632824829,1.0,1.0,1.0
928,meanEntropy > 2.69,0.2497,0.7765881513204854,1.0,1.0,1.0
929,medianEntropy <= 2.68,0.502,0.8271728271728271,-1.0,-1.0,-1.0
930,meanEntropy > 2.68,0.4934,0.6683316683316683,1.0,1.0,1.0
931,medianEntropy > 2.69,0.2438,0.796976241900648,1.0,1.0,1.0
932,medianEntropy > 2.69,0.2474,0.8045112781954887,1.0,1.0,1.0
933,medianEntropy <= 2.65,0.2472,0.9573170731707317,-1.0,-1.0,-1.0
934,medianEntropy <= 2.68,0.4981,0.8253223915592028,-1.0,-1.0,1.0
935,meanEntropy <= 2.68,0.498,0.821917808219178,-1.0,-1.0,-1.0
936,medianEntropy > 2.68,0.5048,0.6455696202531646,1.0,1.0,1.0
937,meanEntropy > 2.68,0.4928,0.6713286713286714,1.0,1.0,-1.0
938,medianEntropy > 2.69,0.2434,0.7874659400544959,1.0,1.0,1.0
939,medianEntropy <= 2.68,0.5041,0.8190224570673712,-1.0,-1.0,1.0
940,medianEntropy > 2.68,0.5003,0.6318216756341276,1.0,1.0,1.0
941,medianEntropy <= 2.65,0.2519,0.9316037735849056,-1.0,-1.0,-1.0
942,medianEntropy <= 2.65,0.247,0.9301745635910225,-1.0,-1.0,-1.0
943,medianEntropy > 2.69,0.2534,0.8244111349036403,1.0,1.0,1.0
944,meanEntropy > 2.69,0.2552,0.7769145394006659,1.0,1.0,1.0
