Index,AnchorConditions,Coverage,Precision,AnchorOutput,ModelOutput,RealOutput
674,medianEntropy <= 2.72,0.2471,0.7035803497085762,1.0,1.0,1.0
676,medianEntropy <= 2.72,0.2535,0.7589158345221113,1.0,1.0,1.0
677,medianEntropy > 2.78,0.2471,0.9526184538653366,-1.0,-1.0,-1.0
679,medianEntropy > 2.72,0.7501,0.8132417239225485,-1.0,-1.0,-1.0
680,medianEntropy > 2.75,0.5153,0.9136212624584718,-1.0,-1.0,-1.0
682,medianEntropy <= 2.72,0.2546,0.7186108637577916,1.0,1.0,1.0
683,medianEntropy > 2.78,0.2474,0.9568106312292359,-1.0,-1.0,-1.0
684,meanEntropy > 2.78,0.2531,0.9476309226932669,-1.0,-1.0,-1.0
685,medianEntropy <= 2.72,0.2559,0.7336293007769146,1.0,1.0,1.0
688,medianEntropy > 2.72,0.7436,0.8171828171828172,-1.0,-1.0,-1.0
690,medianEntropy > 2.75,0.494,0.9073569482288828,-1.0,-1.0,-1.0
691,medianEntropy <= 2.72,0.2435,0.7540192926045016,1.0,1.0,1.0
692,meanEntropy > 2.75,0.5049,0.8901830282861897,-1.0,-1.0,-1.0
693,medianEntropy > 2.78,0.2506,0.9800995024875622,-1.0,-1.0,-1.0
694,meanEntropy > 2.75,0.5004,0.9144079885877318,-1.0,-1.0,-1.0
696,medianEntropy <= 2.72,0.2602,0.7780548628428927,1.0,1.0,1.0
697,medianEntropy <= 2.72,0.2474,0.7523809523809524,1.0,1.0,1.0
700,meanEntropy > 2.75,0.5028,0.9068219633943427,-1.0,-1.0,1.0
701,medianEntropy <= 2.72,0.2458,0.7114317425083241,1.0,1.0,1.0
705,medianEntropy <= 2.75 AND meanEntropy <= 2.75,0.486,0.6174724342663274,1.0,1.0,1.0
709,medianEntropy <= 2.75 AND meanEntropy <= 2.75,0.4911,0.6439024390243903,1.0,1.0,-1.0
712,meanEntropy > 2.72,0.7521,0.7982017982017982,-1.0,-1.0,1.0
715,medianEntropy <= 2.72,0.2467,0.7116104868913857,1.0,1.0,1.0
716,meanEntropy <= 2.72,0.2508,0.6779026217228464,1.0,1.0,1.0
717,medianEntropy > 2.72,0.7517,0.8132205995388163,-1.0,-1.0,1.0
722,meanEntropy > 2.78,0.2493,0.946843853820598,-1.0,-1.0,-1.0
725,medianEntropy > 2.78,0.2532,0.9701492537313433,-1.0,-1.0,-1.0
726,meanEntropy > 2.75,0.5055,0.9041916167664671,-1.0,-1.0,-1.0
732,medianEntropy <= 2.75 AND meanEntropy <= 2.75,0.4934,0.6125226860254084,1.0,1.0,1.0
733,medianEntropy > 2.78,0.2527,0.9451371571072319,-1.0,-1.0,-1.0
737,medianEntropy <= 2.72,0.248,0.7136514983351832,1.0,1.0,1.0
